X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
229;28;0.1558703;0.05305513;0.1558703;0.05305513;443.4;0.1162903;True;5/31/2026 7:23:31 PM:903;1780230211903;;
345;54;0.2343826;0.1017659;0.3528832;0.2784692;436.6;0.1268024;True;5/31/2026 7:23:31 PM:990;1780230211990;;
348;77;0.2364265;0.145189;0.2579159;0.3362806;466.5;0.1301375;True;5/31/2026 7:23:32 PM:69;1780230212069;;
395;95;0.2687981;0.1793165;0.3643184;0.3784996;463.1;0.1217818;True;5/31/2026 7:23:32 PM:133;1780230212133;;
421;106;0.2863313;0.1996519;0.3643375;0.3785267;460.1;0.1217838;True;5/31/2026 7:23:32 PM:192;1780230212192;;
523;92;0.3554986;0.1719843;0.4774913;0.06412032;460.5;0.08140195;True;5/31/2026 7:23:32 PM:275;1780230212275;;
572;91;0.3885404;0.1711114;0.4863451;0.1550345;459.5;0.1105076;True;5/31/2026 7:23:32 PM:339;1780230212339;;
598;91;0.4065582;0.170556;0.4866049;0.1551494;458.5;0.110696;True;5/31/2026 7:23:32 PM:397;1780230212397;;
528;152;0.3587716;0.2841609;0.2620201;0.5547128;449.5;0.1164343;True;5/31/2026 7:23:32 PM:479;1780230212479;;
346;161;0.2354201;0.3023927;0.07504497;0.443543;439.7;0.1042623;True;5/31/2026 7:23:32 PM:542;1780230212542;;
264;168;0.1792627;0.3141153;0.07504296;0.4435401;430.8;0.1042439;True;5/31/2026 7:23:32 PM:604;1780230212604;;
283;121;0.1927121;0.2271327;0.2766281;0.01517951;421.6;0.1219746;True;5/31/2026 7:23:32 PM:685;1780230212685;;
293;144;0.1992881;0.2701909;0.27642;0.4768815;415.6;0.1222224;True;5/31/2026 7:23:32 PM:745;1780230212745;;
243;225;0.165076;0.4215254;0.08579022;0.7722551;412.0;0.1226839;True;5/31/2026 7:23:32 PM:807;1780230212807;;
239;279;0.162902;0.522083;0.1501116;0.7858668;408.8;0.1231961;True;5/31/2026 7:23:32 PM:886;1780230212886;;
