X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
664;117;0.4507824;0.219206;0.4507824;0.219206;368.3;0.2064137;False;5/31/2026 6:30:46 PM:358;1780227046358;;
607;111;0.4120939;0.2082313;0.3373794;0.1323829;373.6;0.1585722;False;5/31/2026 6:30:46 PM:506;1780227046506;;
577;97;0.3922468;0.1830672;0.3124889;0.02828895;377.9;0.1854982;False;5/31/2026 6:30:46 PM:583;1780227046583;;
546;89;0.3712595;0.1674152;0.2836511;0.02315384;381.8;0.1653568;False;5/31/2026 6:30:46 PM:652;1780227046652;;
546;88;0.3707168;0.166178;0.3366141;0.1312;388.8;0.1633571;False;5/31/2026 6:30:46 PM:720;1780227046720;;
545;88;0.37017;0.165898;0.3564359;0.1117957;395.1;0.1635001;False;5/31/2026 6:30:46 PM:778;1780227046778;;
553;89;0.3755353;0.166724;0.4075684;0.178709;398.7;0.1667579;False;5/31/2026 6:30:46 PM:843;1780227046843;;
502;131;0.3412851;0.2466761;0.2401924;0.4759974;400.7;0.1567704;False;5/31/2026 6:30:46 PM:911;1780227046911;;
481;154;0.3266372;0.2885711;0.2515891;0.4723548;402.5;0.1566213;False;5/31/2026 6:30:46 PM:972;1780227046972;;
488;172;0.3319142;0.3216747;0.3650176;0.4957733;406.7;0.1548419;False;5/31/2026 6:30:47 PM:37;1780227047037;;
502;173;0.3413507;0.3248419;0.3915796;0.3989678;406.4;0.1585009;False;5/31/2026 6:30:47 PM:103;1780227047103;;
511;174;0.3471439;0.3269895;0.3914744;0.3989397;406.1;0.1583367;False;5/31/2026 6:30:47 PM:167;1780227047167;;
511;182;0.3475583;0.3415347;0.3652861;0.482094;407.7;0.1579324;False;5/31/2026 6:30:47 PM:233;1780227047233;;
512;192;0.3476483;0.3600276;0.3549362;0.5222473;407.4;0.1678395;False;5/31/2026 6:30:47 PM:300;1780227047300;;
512;197;0.3480381;0.3686536;0.3663154;0.5086822;407.1;0.1683157;False;5/31/2026 6:30:47 PM:360;1780227047360;;
599;196;0.4068908;0.3665238;0.5346429;0.3469509;407.4;0.1678557;False;5/31/2026 6:30:47 PM:423;1780227047423;;
637;196;0.432629;0.3666388;0.5215949;0.4293216;408.5;0.1657351;False;5/31/2026 6:30:47 PM:485;1780227047485;;
